apiImportId,id,sectorId,sectorIds,isBuiltIn,name,category,nationalId,notes
10047,1f0f97c2-adfc-4ea9-8d02-d4fc32c6f03f,1101001,1101001,1,"Other leafy or stem vegetables, n.e.c",,219,Temporary - annual crops - Agriculture
10048,0c70f0c1-1a04-4198-a027-6617c0de227e,1101001,1101001,1,Cucumbers,,221,Temporary - annual crops - Agriculture
10049,c7578fd9-5639-4322-951e-23f73f6bc004,1101001,1101001,1,Eggplants ( aubergines),,222,Temporary - annual crops - Agriculture
10050,9ee3e6da-783c-45a8-9635-785c4c299e7e,1101001,1101001,1,Tomatoes,,223,Temporary - annual crops - Agriculture
10051,37baa2fa-0fc2-4d71-bc93-28175ba0babf,1101001,1101001,1,Watermelons,,224,Temporary - annual crops - Agriculture
10052,5f17cb11-f5cf-46a3-be54-885a2fcb7341,1101001,1101001,1,Cantaloupes and other melons,,225,Temporary - annual crops - Agriculture
10053,89090ff2-e57d-4be8-bad2-671de871746b,1101001,1101001,1,"Pumpkin, squash and gourds",,226,Temporary - annual crops - Agriculture
10054,1a875652-53ab-4c79-b0f3-db16d599ab10,1101001,1101001,1,"Other fruit-bearing vegetables, n.e.c",,229,Temporary - annual crops - Agriculture
10055,61a2a82f-f852-4fc8-b45c-cfa745013db6,1101001,1101001,1,Carrots,,231,Temporary - annual crops - Agriculture
10056,2dd927e8-3d6e-4122-91bc-0462c4e81508,1101001,1101001,1,Turnips,,232,Temporary - annual crops - Agriculture
10057,b1b509c1-a654-47d1-a4eb-c134734fc035,1101001,1101001,1,Garlic,,233,Temporary - annual crops - Agriculture
10058,2f0096a4-9e15-4ff2-bdbc-ef9aaba16db3,1101001,1101001,1,Onions (incl. shallots),,234,Temporary - annual crops - Agriculture
10059,c24a7f6e-a97c-47f1-8520-0d0a1fd539d3,1101001,1101001,1,Leeks & other alliaceous vegetables,,235,Temporary - annual crops - Agriculture
10060,14b32c3f-07c1-49fa-81f2-89407b1921e2,1101001,1101001,1,"Other root, bulb, or tuberous vegetables, n.e.c",,239,Temporary - annual crops - Agriculture
10061,ec708bfb-3bcc-4ca9-9b98-1de17328614b,1101001,1101001,1,Maize for forage and silage,,1911,Temporary - annual crops - Agriculture
10062,b242e5cd-4fbb-49a5-954f-d7be683a9d23,1101001,1101001,1,Alfalfa for forage and silage,,1912,Temporary - annual crops - Agriculture
10063,fc0d6fb6-eb73-4c75-aa38-4ac6772eb774,1101001,1101001,1,"Cereal straw, husks, unprepared, ground, pressed, or in the form of pellets",,1913,Temporary - annual crops - Agriculture
10064,c5e6dddf-298d-48cc-a640-d540317bffdd,1101001,1101001,1,"Forage products, n.e.c.",,1919,Temporary - annual crops - Agriculture
11001,f78d4006-e941-4f89-81aa-55a649be1ab8,1101002,1101002,1,Apples 2,,351,Permanent- perennial crops - Agriculture
11002,7d0c9b63-2f15-4d18-bec3-884cd34ea405,1101002,1101002,1,Apricots,,352,Permanent- perennial crops - Agriculture
11003,ac4f6545-2cb8-404a-b855-a328228b1f5a,1101002,1101002,1,Cherries & sour cherries,,353,Permanent- perennial crops - Agriculture
11004,30867e26-001e-4605-a50b-8578537476f4,1101002,1101002,1,Peaches & nectarines,,354,Permanent- perennial crops - Agriculture
11005,59f5ed40-fb0a-40aa-ab19-ff20cfe312f8,1101002,1101002,1,Pears & quinces,,355,Permanent- perennial crops - Agriculture
11006,33e739db-4cc1-4e52-86f2-de871be86af2,1101002,1101002,1,Plums and sloes,,356,Permanent- perennial crops - Agriculture
11007,868cf501-7e0a-41ce-a8bf-559eb537d964,1101002,1101002,1,"Other pome fruits and stone fruits, n.e.c.",,359,Permanent- perennial crops - Agriculture
11008,49a3cc04-d4b7-46a5-8cf2-dea6d4d0abfb,1101002,1101002,1,Currants 2,,341,Permanent- perennial crops - Agriculture
11009,bf731b86-f3da-4c98-901d-3d700d71b452,1101002,1101002,1,Gooseberries,,342,Permanent- perennial crops - Agriculture
11010,cfbfd2fc-515a-4236-8eb8-0010fb2e9584,1101002,1101002,1,Kiwi fruit,,343,Permanent- perennial crops - Agriculture
11011,de55925a-8022-4793-aece-4fbd8c962dc1,1101002,1101002,1,Raspberries,,344,Permanent- perennial crops - Agriculture
11012,13a255b2-2b17-4a8d-b051-215877ecfa3c,1101002,1101002,1,Strawberries,,345,Permanent- perennial crops - Agriculture
11013,3fd61e18-6f93-45cc-a44f-bb63cb7dc8f5,1101002,1101002,1,Blueberries,,346,Permanent- perennial crops - Agriculture
11014,9e28e703-75cd-4460-80fb-dd462bb3e3d5,1101002,1101002,1,Other berries,,349,Permanent- perennial crops - Agriculture
11015,0a45eb42-0617-4755-9dbf-010d07c3dca0,1101002,1101002,1,Grapefruit & pomelo,,321,Permanent- perennial crops - Agriculture
11016,09d80ac1-fb83-4724-b44b-146193ba1fdb,1101002,1101002,1,Lemons and Limes,,322,Permanent- perennial crops - Agriculture
11017,be9b7b2d-d0fc-45e0-8ece-198a853017dd,1101002,1101002,1,Oranges,,323,Permanent- perennial crops - Agriculture
11018,75335dfb-5734-4be5-9bfe-7b2f1cfc50ce,1101002,1101002,1,"Tangerines, mandarins, clementines",,324,Permanent- perennial crops - Agriculture
11019,4d86fc05-949c-4086-b218-2f8d3d252a00,1101002,1101002,1,"Other citrus fruit, n.e.c.",,329,Permanent- perennial crops - Agriculture
11020,b4746a82-5565-453e-b719-075f308bdc92,1101002,1101002,1,Almonds,,361,Permanent- perennial crops - Agriculture
11021,7dee4061-1ea9-4321-8369-c4cf3e9b8de4,1101002,1101002,1,Cashew nuts,,362,Permanent- perennial crops - Agriculture
11022,c5637e46-cade-430c-91e0-364348126f85,1101002,1101002,1,Chestnuts,,363,Permanent- perennial crops - Agriculture
11023,55e81bec-2bad-4fe7-bda8-8b0b2ef193e6,1101002,1101002,1,Hazelnuts,,364,Permanent- perennial crops - Agriculture
11024,82a996ac-a578-4e67-a73e-f52db91b21d2,1101002,1101002,1,Pistachios,,365,Permanent- perennial crops - Agriculture
11025,a420bf2a-a06f-40de-a852-1b95cffadcb7,1101002,1101002,1,Walnuts,,366,Permanent- perennial crops - Agriculture
11026,51a9ce6f-a8c5-42fc-82c0-e173c721d612,1101002,1101002,1,Other nuts n.e.c,,369,Permanent- perennial crops - Agriculture
11027,3515f327-9c2e-45ef-bf26-6a36d69c6b68,1101002,1101002,1,Coconuts,,441,Permanent- perennial crops - Agriculture
11028,cabaf50d-ba89-40f9-8e9e-2e9c161b6244,1101002,1101002,1,Olives,,442,Permanent- perennial crops - Agriculture
11029,1b46c86d-ce11-4b54-9a45-c0951b15cac6,1101002,1101002,1,Oil palms,,443,Permanent- perennial crops - Agriculture
11030,f293e228-5f25-49b7-afa0-9834c4638b07,1101002,1101002,1,"Other oleaginous fruits, n.e.c.",,449,Permanent- perennial crops - Agriculture
11031,9e431b88-ba3c-4216-b6e0-5ed2627f3f32,1101002,1101002,1,Pepper (piper spp.) 2,,6221,Permanent- perennial crops - Agriculture
11032,3d8bc735-3790-407b-8091-485368235bce,1101002,1101002,1,"Nutmeg, mace, cardamoms",,6222,Permanent- perennial crops - Agriculture
11033,4db2e26b-e21d-46eb-9f49-107a4af2c408,1101002,1101002,1,Cinnamon (canella),,6223,Permanent- perennial crops - Agriculture
11034,294bea44-ee31-4acd-8b4b-f3711b77a198,1101002,1101002,1,Cloves,,6224,Permanent- perennial crops - Agriculture
11035,7b2733e5-136a-40ec-bbe0-01593965e210,1101002,1101002,1,Ginger,,6225,Permanent- perennial crops - Agriculture
11036,eb99f131-b2dd-4c99-a0b3-554d98034eb2,1101002,1101002,1,Vanilla,,6226,Permanent- perennial crops - Agriculture
11037,ddfe13e9-9d67-49fa-b706-0f8a49c2d45e,1101002,1101002,1,"Other permanent spice crops, n.e.c-",,6229,Permanent- perennial crops - Agriculture
11038,dd6cd1af-2626-4529-83c9-5d81834ea2c2,1101002,1101002,1,Coffee,,611,Permanent- perennial crops - Agriculture
11039,9e6e1845-e778-4f8f-9834-6064c02684a9,1101002,1101002,1,Tea,,612,Permanent- perennial crops - Agriculture
11040,527dbc0d-c2dd-4d5e-bd43-c773335e769e,1101002,1101002,1,Mate,,613,Permanent- perennial crops - Agriculture
11041,be846dc3-3cc8-4b54-93e0-96f0f9698428,1101002,1101002,1,Cocoa,,614,Permanent- perennial crops - Agriculture
11042,281fba40-fb97-4df4-a959-5731964f3b27,1101002,1101002,1,"Other beverage crops, n.e.c",,619,Permanent- perennial crops - Agriculture
11043,9bb969b9-219d-402c-9cbf-2bb0e2865dfb,1101002,1101002,1,Pepper (piper spp.) 2,,6221,Permanent- perennial crops - Agriculture
11044,840c3fb0-6822-47e4-8dfc-1f153727120a,1101002,1101002,1,"Nutmeg, mace, cardamoms",,6222,Permanent- perennial crops - Agriculture
11045,8601a8b0-457d-4d50-b3c8-4017168c26ca,1101002,1101002,1,Cinnamon (canella),,6223,Permanent- perennial crops - Agriculture
11046,e6053cdc-e993-434c-9c6b-18fecbe836f3,1101002,1101002,1,Cloves,,6224,Permanent- perennial crops - Agriculture
11047,e95d30a9-fe5f-4285-8d6c-f21ac943dfc0,1101002,1101002,1,Ginger,,6225,Permanent- perennial crops - Agriculture
11048,58b35839-fdd0-4e61-b103-02effd461d8a,1101002,1101002,1,Vanilla,,6226,Permanent- perennial crops - Agriculture
11049,674d2a6d-ef36-40c2-84b4-545192682372,1101002,1101002,1,"Other permanent spice crops, n.e.c",,6229,Permanent- perennial crops - Agriculture
12001,61099cf2-420e-4681-94ac-08bcf2ba61d6,1104,1104,1,hatcheries,,,Aquaculture - Agriculture
12002,aa50d51b-82c4-4dd8-94c4-0a1714589a29,1104,1104,1,pumps and aerators,,,Aquaculture - Agriculture
12003,b801d20c-fc58-4d5f-b9fd-e64b79e3a083,1104,1104,1,"ponds, cages and pens",,,Aquaculture - Agriculture
12004,c4f8d57b-4140-4153-837b-5b2e35155f83,1104,1104,1,storage facilities,,,Aquaculture - Agriculture
12005,61275f5c-aac0-4f7c-8dbf-2bd48a706933,1104,1104,1,processing facilities,,,Aquaculture - Agriculture
12006,cdf24023-db56-4007-8682-1d37909ed607,1104,1104,1,marketing facilities,,,Aquaculture - Agriculture
13001,e7c90383-4843-47b3-a4fd-997337c1b46e,1105,1105,1,Fishing vessels/boats,,,Fisheries - Agriculture
13002,e0275c4f-b096-4aeb-9a86-def8d62ba680,1105,1105,1,Fishing gear,,,Fisheries - Agriculture
13003,d6be62c8-39ab-442a-af2d-293cebca2aea,1105,1105,1,Fishing engines,,,Fisheries - Agriculture
13004,4721f2d9-e447-44d6-b2f3-0b6b261065c8,1105,1105,1,Storage facilities,,,Fisheries - Agriculture
13005,d2bc5758-8488-4f9f-8e08-d0902e357c4a,1105,1105,1,Processing facilities,,,Fisheries - Agriculture
13006,4ad83d00-5f32-47ee-97a3-2a7ee6635452,1105,1105,1,Market facilities,,,Fisheries - Agriculture
20001,d5d6a76f-2f50-4e00-b37c-f001742d74c3,12,12,1,Manufacturing plant,,,Industry
20002,de5a74a9-f5a8-4979-bfcf-2ab813a90351,12,12,1,Industrial units,,,Industry
20003,e5b9593a-3bfd-4c22-900c-b8800366a612,12,12,1,Storage facilities,,,Industry
20004,ed626b59-2243-4d23-b2b6-26ade7335977,12,12,1,Distribution centers,,,Industry
20005,421e99c8-9e0e-4532-ae26-875809135302,12,12,1,Mine shafts,,,Industry
20006,f5dc46b2-6e89-471c-b9a2-dded3c0b911c,12,12,1,Tunnels,,,Industry
20007,7cf4f34a-7234-4031-8942-a6a967567304,12,12,1,Processing plants,,,Industry
20008,811c4717-849f-45f7-b20f-e036e0dc954b,12,12,1,Workshops,,,Industry
21001,28ae9842-7bdb-4c36-934f-2a14e779a9d9,12,12,1,Vehicles,Machinery and equipments,,Industry
21002,5fa6ac59-0087-4974-bf0a-b1f53bb989fc,12,12,1,Production machinery,Machinery and equipments,,Industry
21003,a03bd5c1-c59e-43fb-ad26-e62221a45505,12,12,1,Assembly lines,Machinery and equipments,,Industry
21004,0e75023a-b773-4543-b3ca-5b6284982bb2,12,12,1,Specialized equipment,Machinery and equipments,,Industry
21005,78274c14-d0ec-4ff1-86c7-8e7819b5ad65,12,12,1,Compressors,Machinery and equipments,,Industry
21006,5518ab4f-a3ce-44d8-bd9d-48bf9845da3d,12,12,1,Generators,Machinery and equipments,,Industry
21007,2693cdbb-ced9-4ee4-b7a4-dc47e78d126f,12,12,1,Control system,Machinery and equipments,,Industry
21008,2a3f01c1-5e3d-4d8d-b701-6107eed88337,12,12,1,Drilling machinery,Machinery and equipments,,Industry
21009,779562d9-347c-4be6-9a55-dc8344282877,12,12,1,Excavators,Machinery and equipments,,Industry
21010,e3c55002-bcb6-4c5a-865d-172e5e03738e,12,12,1,Loaders,Machinery and equipments,,Industry
21011,182260b6-37be-4ee8-a57d-ed45f2e5b038,12,12,1,Bulldozers,Machinery and equipments,,Industry
21012,bca1eead-755d-45d5-b75f-5db45f8b792f,12,12,1,Haul tracks,Machinery and equipments,,Industry
21013,36eb213e-709c-4ad0-ab6e-e3e9f7eff9a9,12,12,1,Crushing machinery,Machinery and equipments,,Industry
21014,ee3659ac-cd8f-4c52-ae1b-be0161770cd2,12,12,1,Grinding machinery,Machinery and equipments,,Industry
21015,e53e6f2c-f051-4597-a167-29662d4923dc,12,12,1,Separation equipment,Machinery and equipments,,Industry
21016,2b0d2414-05de-48d4-beae-7307be24dea8,12,12,1,Conveyor system,Machinery and equipments,,Industry
21017,2614814c-f51b-4a7d-9714-0da80b53cf85,12,12,1,Railcars,Machinery and equipments,,Industry
21018,30e0356e-9238-4d67-9c2d-58cff39b3218,12,12,1,Trucks,Machinery and equipments,,Industry
21019,998b7c56-b9a3-421c-9b82-77100f4846e9,12,12,1,Loading and unloading equipment,Machinery and equipments,,Industry
21020,cb452886-7bc7-46c3-81f4-381eb417bc7a,12,12,1,Backhoes,Machinery and equipments,,Industry
21021,02c093f7-5d5e-4f6b-ab8b-3cd95f6aa554,12,12,1,Graders,Machinery and equipments,,Industry
21022,7df15d3d-ddc7-4ae2-892e-94651ecf3dd4,12,12,1,Forklifts,Machinery and equipments,,Industry
21023,f8ee0bc1-b85c-4ad2-b56b-7fdc56f81bd3,12,12,1,Rollers,Machinery and equipments,,Industry
21024,dd3f862c-baa8-4ceb-b668-234e553dcb5e,12,12,1,Asphalt pavers,Machinery and equipments,,Industry
21025,b7cdbf7e-de4f-42b9-aee6-4fe078d72f90,12,12,1,Milling machines,Machinery and equipments,,Industry
21026,448fd98f-a6ff-4bfc-92cb-3316ada631fc,12,12,1,Demolition machines,Machinery and equipments,,Industry
21027,41ff479d-0357-4596-8f6b-3ffb7f54a19c,12,12,1,Pile drivers,Machinery and equipments,,Industry
21028,f4150a33-52d2-4917-8f1c-c0188d80bf4e,12,12,1,Compactors,Machinery and equipments,,Industry
21029,b3fbc6cd-9612-4538-9ac5-4381e7d4cae9,12,12,1,Lighting systems,Machinery and equipments,,Industry
21030,7dfa0326-d22a-4bc0-b086-26aef494f25c,12,12,1,Cranes,Machinery and equipments,,Industry
21031,e0cb6601-e9d5-4c7b-bb6d-6493d80020d8,12,12,1,Scaffolding,Machinery and equipments,,Industry
21032,99cb1644-daf9-43a5-a875-455c710481da,12,12,1,Generators,Machinery and equipments,,Industry
21033,5c04f3c7-c5cc-4071-af1a-6ba90ff446aa,12,12,1,Concrete mixers,Machinery and equipments,,Industry
21034,eee6a0bc-aad2-42c9-a565-3e2d278cb1bc,12,12,1,Batching plants,Machinery and equipments,,Industry
21035,7e9b3b49-5991-4578-abfc-2d1efbb8add3,12,12,1,Concrete pump trucks,Machinery and equipments,,Industry
21036,bd6d286d-5dce-484b-9700-af2af2b49e42,12,12,1,Handling machineries,Machinery and equipments,,Industry
30001,d02cca45-f40d-4a51-8198-3c9189c76f9e,13,13,1,Buildings,,,Tourism
30002,b2666498-cf34-4411-98ac-fe1f729f7c9b,13,13,1,Properties,,,Tourism
30003,97a9bcdf-efea-4e4d-b995-abd697eac3ad,13,13,1,On-site restaurants,,,Tourism
30004,ddf3d2f5-5772-4430-9256-0c33fd6b3740,13,13,1,Restaurants,,,Tourism
30005,3cd27f3c-e992-4e42-b4e7-c87adf8a289a,13,13,1,Conference facilities,,,Tourism
30006,8dff59a8-555f-4c77-b481-2915e97265e2,13,13,1,Recreational amenities,,,Tourism
30007,d423fd56-50ca-4ae7-8765-ee96f57d3457,13,13,1,Swimming pool,,,Tourism
30008,71d181ef-a581-4758-ae89-16e6f398bb03,13,13,1,Saunas,,,Tourism
30009,e0cdafc6-65ca-4630-8d26-c4fc94d73ecd,13,13,1,golf park,,,Tourism
30010,18ba3340-f521-4b7c-b447-f307cc4f07cd,13,13,1,Spas,,,Tourism
30011,afb6d0e2-cd0b-4990-8590-720eab8b115f,13,13,1,Gyms,,,Tourism
30012,fd418033-4e88-4e80-b0b7-2517064eba5a,13,13,1,Parking facilities,,,Tourism
30013,f9365996-2633-4fb0-b727-ef715560627b,13,13,1,Landscaping,,,Tourism
30014,0468a5f2-e1a6-4ebc-a55f-c866a2cb9d7d,13,13,1,Generators,,,Tourism
30015,abe00b14-3234-4a89-8016-20ad6d39a31c,13,13,1,Vehicles,,,Tourism
30016,8bcb0daf-cd55-498f-b4ae-2a94ca412812,13,13,1,Laundry facilities,,,Tourism
30017,5f7799c8-d246-4825-9b81-b23cc874cedd,13,13,1,Wastewater treatment units,,,Tourism
30018,09f970db-332a-4821-a83c-b4c14aee496b,13,13,1,Water treatment units,,,Tourism
30019,84e833a7-e9f1-46ed-b3a2-dc549ce2a5c8,13,13,1,Kitchens,,,Tourism
30020,9bc700f0-aa67-4bf1-8a03-89b1c3a2a8a0,13,13,1,Storage areas,,,Tourism
30021,d17c37f6-ac1a-46eb-b5ae-a6576113204e,13,13,1,Garage,,,Tourism
31001,f9c769ad-3cb5-45cf-a881-0158716fdae6,13,13,1,Room furnishing,Furniture and equipment,,Tourism
31002,25802138-528e-4496-90d0-092957368b72,13,13,1,Beds,Furniture and equipment,,Tourism
31003,63a2e871-0ca9-4f46-bffc-feb834da0935,13,13,1,Applicance,Furniture and equipment,,Tourism
31004,4aee9ace-ce22-48c0-84a3-9798c34a712c,13,13,1,Technological equipment,Furniture and equipment,,Tourism
31005,be3e645a-538f-4c11-9002-0bd4db996c9e,13,13,1,In-room appliances,Furniture and equipment,,Tourism
40001,07249e18-8c3e-4d96-9d96-7109dcb54185,14,14,1,Buildings,,,Commerce and Trade
40002,64973982-18b7-4d69-b55d-17a0cb04a3cb,14,14,1,Storefronts,,,Commerce and Trade
40003,f2512530-e6a8-40fe-99af-b6ca2cdd1eb8,14,14,1,Shopping centers,,,Commerce and Trade
40004,b67f0526-d616-4992-bc9c-3d4774b4d7ce,14,14,1,Retail outlets,,,Commerce and Trade
40005,8314fbdb-05df-4099-a270-0a1ccb7079c5,14,14,1,Marketplaces,,,Commerce and Trade
40006,ed3b6cc5-a655-4a9e-9849-e5064e5c6c00,14,14,1,Warehouses,,,Commerce and Trade
40007,887c31e8-9854-48ae-a1c9-1ffa89102894,14,14,1,Distribution centeres,,,Commerce and Trade
40008,c9e5088b-9af5-4e67-80e2-58bc09dc1269,14,14,1,Stalls,,,Commerce and Trade
41001,b615f9f5-cbea-4efa-9bce-62aaef22a353,14,14,1,Merchandise,Inventory and stock,,Commerce and Trade
41002,a73f597b-c608-4a62-9a3c-42335581b8be,14,14,1,Raw material,Inventory and stock,,Commerce and Trade
41003,23a5fa57-b2b1-46eb-b30e-e57b95f03c1a,14,14,1,Supplies ,Inventory and stock,,Commerce and Trade
41004,8a7ceaaf-3f60-4e91-b941-7ee99da357bc,14,14,1,E-commerce platforms,Technological assets,,Commerce and Trade
41005,a8ea231c-404b-4c91-8a2b-bad8185659fb,14,14,1,Online storefronts,Technological assets,,Commerce and Trade
50001,e4a72ac4-9c3b-427e-be44-edfd51694a95,15,15,1,Buildings,,,Services
50002,3115c3e2-5c77-499c-b2d2-155ecb932c07,15,15,1,Office space,,,Services
50003,12f35372-dcee-4d53-9739-52e7eced2a1d,15,15,1,Technological platforms,,,Services
50004,6826c103-5d88-4997-88a4-03fd652838f6,15,15,1,Studios,,,Services
60001,966b1aa4-ac0a-46c8-8b6c-12482886dff8,21,21,1,Primary health centers,,,Health
60002,aea9d149-1a1e-4a3c-a811-c9a20df89a0a,21,21,1,Outpatient centers,,,Health
60003,c0641bd2-2bc3-481c-bfd7-42f2f40e0b67,21,21,1,Dispensary,,,Health
60004,4f38b659-7176-4aed-8291-c6079f10038d,21,21,1,district hospital,,,Health
60005,14a7a88b-f82f-4e82-86d3-39dee58caf04,21,21,1,specialist clinics,,,Health
60006,4820ac23-e157-43e2-acfc-020b15667243,21,21,1,regional medical centers,,,Health
60007,535b20c1-737b-4bcd-b099-1e6f523b4757,21,21,1,University hospital,,,Health
60008,c0e660eb-17d7-4469-bcc5-50be016a4d9b,21,21,1,Diagnostic & laboratory services,,,Health
60009,a7c348da-0e68-4684-888e-263aed112666,21,21,1,Emergency medical services,,,Health
60010,c78bf768-8a82-409c-9ceb-625bac4bc96b,21,21,1,Pharmacy,,,Health
60011,dbaf671f-ec33-4736-8c5b-7595ba56a22c,21,21,1,Laboratories,,,Health
60012,d8656d68-7d7f-4001-9650-bac4ee70b5c1,21,21,1,Record storage sites,,,Health
60013,8d0ad683-d358-411a-978f-7d5e11c7c74d,21,21,1,Blood banks,,,Health
60014,58016281-c070-4785-bdaf-141f5f565133,21,21,1,Operating room,,,Health
60015,07e7abbb-bd3b-4149-a2dd-fb49a16486e7,21,21,1,Surgical block,,,Health
61001,714f7327-ead1-44bb-88c9-60410773ccef,21,21,1,Imaging equipments,Assets - equipments,,Health
